"Path","Name","Extension","Kind","Category","Priority","根拠","確度","Phase2必要性"
"C:\fchart\fpac\F39","F39","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F40","F40","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F41","F41","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F42","F42","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F43","F43","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F44","F44","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F45","F45","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F46","F46","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F47","F47","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F48","F48","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F49","F49","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F50","F50","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F51","F51","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F52","F52","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F53","F53","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F54","F54","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F55","F55","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F56","F56","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F57","F57","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F58","F58","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F59","F59","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F60","F60","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F61","F61","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F62","F62","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F63","F63","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F64","F64","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F65","F65","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F66","F66","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F67","F67","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F68","F68","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F69","F69","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F70","F70","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F71","F71","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F72","F72","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F73","F73","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F74","F74","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F75","F75","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F76","F76","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F77","F77","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F78","F78","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F79","F79","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F80","F80","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F81","F81","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F82","F82","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F83","F83","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F84","F84","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F85","F85","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F86","F86","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F87","F87","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F88","F88","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\fpac\F89","F89","","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\gyoseki\kigyo.dat","kigyo.dat",".dat","File","企業業績・財務関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\gyoseki\kigyo2.dat","kigyo2.dat",".dat","File","企業業績・財務関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\gyoseki\kigyo3.dat","kigyo3.dat",".dat","File","企業業績・財務関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\gyoseki\Zaimu.dat","Zaimu.dat",".dat","File","企業業績・財務関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\option\ChgList.txt","ChgList.txt",".txt","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\option\CPACERR.LST","CPACERR.LST",".LST","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\option\DPACERR.LST","DPACERR.LST",".LST","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\option\FPACERR.LST","FPACERR.LST",".LST","File","時系列関連候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\option\HYOKA.TXT","HYOKA.TXT",".TXT","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\option\MEIGARA.TXT","MEIGARA.TXT",".TXT","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\option\NEWCODE.LOG","NEWCODE.LOG",".LOG","File","銘柄マスター・コード候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\option\RANK.INI","RANK.INI",".INI","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\option\RIREKI.TXT","RIREKI.TXT",".TXT","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\option\Sihyo.txt","Sihyo.txt",".txt","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\option\SIM.TXT","SIM.TXT",".TXT","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\option\裁定残.txt","裁定残.txt",".txt","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\pass\配布データ.txt","配布データ.txt",".txt","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\2008-07.csv","2008-07.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\5010000東京大豆.csv","5010000東京大豆.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\5120000東京小豆.csv","5120000東京小豆.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\5210000東京粗糖.csv","5210000東京粗糖.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\5330000東京綿糸.csv","5330000東京綿糸.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\5410000前橋乾繭.csv","5410000前橋乾繭.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\5430000横浜生糸.csv","5430000横浜生糸.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\5710000東京ゴム.csv","5710000東京ゴム.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\5730000神戸ゴム指数.csv","5730000神戸ゴム指数.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\5810000東京金.csv","5810000東京金.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\5820000東京銀.csv","5820000東京銀.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\5830000東京白金.csv","5830000東京白金.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\5850000東京ｱﾙﾐﾆｳﾑ.csv","5850000東京ｱﾙﾐﾆｳﾑ.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\6050000東京コーン.csv","6050000東京コーン.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\6120000東京パラジウム.csv","6120000東京パラジウム.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\D010903J.csv","D010903J.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\D991116J.csv","D991116J.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\desktop.ini","desktop.ini",".ini","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\folder.png","folder.png",".png","File","旧版・バックアップ候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\FUGO.CFG","FUGO.CFG",".CFG","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\install.txt","install.txt",".txt","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\OOSAKA.CFG","OOSAKA.CFG",".CFG","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\PAN.CFG","PAN.CFG",".CFG","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\ReadMe.txt","ReadMe.txt",".txt","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\RITC.CFG","RITC.CFG",".CFG","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\SETUP.INI","SETUP.INI",".INI","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\SHOHIN.CFG","SHOHIN.CFG",".CFG","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\SHOHIN.INI","SHOHIN.INI",".INI","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\SHOHIN.LST","SHOHIN.LST",".LST","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\shohin\日付チェック.txt","日付チェック.txt",".txt","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\sinyo\sinyo6480.txt","sinyo6480.txt",".txt","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\sinyo\sinyo6506.txt","sinyo6506.txt",".txt","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\sinyo\sinyo6532.txt","sinyo6532.txt",".txt","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\sinyo\sinyo7337.txt","sinyo7337.txt",".txt","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\taisei\D011030J.csv","D011030J.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\taisei\D020924J.csv","D020924J.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\$~円ﾕｰﾛ.csv","$~円ﾕｰﾛ.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\1001.TXT","1001.TXT",".TXT","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\1010.TXT","1010.TXT",".TXT","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\1309上50.csv","1309上50.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\1328金.csv","1328金.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\1671WTI.csv","1671WTI.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\3倍3分法.csv","3倍3分法.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\4680.csv","4680.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\9437.csv","9437.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\AUD_JPY.csv","AUD_JPY.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\AUD_USD.csv","AUD_USD.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\A建設.csv","A建設.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\CAD_JPY.csv","CAD_JPY.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\CHF_JPY.csv","CHF_JPY.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\CME先物.csv","CME先物.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\CNY_JPY.csv","CNY_JPY.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\DAX.csv","DAX.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\DOW100Y.TXT","DOW100Y.TXT",".TXT","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\EUR_AUD.csv","EUR_AUD.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\EUR_CHF.csv","EUR_CHF.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\EUR_GBP.csv","EUR_GBP.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\EUR_JPY.csv","EUR_JPY.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\EUR_USD.csv","EUR_USD.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\fct_temp.csv","fct_temp.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\FT100.csv","FT100.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\GBP_AUD.csv","GBP_AUD.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\GBP_CHF.csv","GBP_CHF.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\GBP_JPY.csv","GBP_JPY.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\GBP_USD.csv","GBP_USD.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\HKD_JPY.csv","HKD_JPY.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\INR_JPY.csv","INR_JPY.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\JASDAQ平均.csv","JASDAQ平均.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\Jasdaq指.csv","Jasdaq指.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\KRW_JPY.csv","KRW_JPY.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\MXN_JPY.csv","MXN_JPY.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NASDAQ.csv","NASDAQ.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\nikkei.csv","nikkei.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\nikkei50.csv","nikkei50.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NKF5M.csv","NKF5M.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NKS1-1M.csv","NKS1-1M.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NKS1-2M.csv","NKS1-2M.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NKS1-3M.csv","NKS1-3M.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NKS1-4M.csv","NKS1-4M.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NKS10M.csv","NKS10M.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NKS15M.csv","NKS15M.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NKS1M.csv","NKS1M.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NKS20M.csv","NKS20M.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NKS3-1M.csv","NKS3-1M.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NKS3-2M.csv","NKS3-2M.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NKS30M.csv","NKS30M.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NKS30Mm.csv","NKS30Mm.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NKS3M.csv","NKS3M.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NKS5M.csv","NKS5M.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NKS60M.csv","NKS60M.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NOK_JPY.csv","NOK_JPY.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\Nydow100.csv","Nydow100.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NYコーヒ.CSV","NYコーヒ.CSV",".CSV","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NY原油.csv","NY原油.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NZD_JPY.csv","NZD_JPY.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\NZD_USD.csv","NZD_USD.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\PLN_JPY.csv","PLN_JPY.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\Reat指数.csv","Reat指数.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\Reit指数.csv","Reit指数.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\SB5分足.csv","SB5分足.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\SEK_JPY.csv","SEK_JPY.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\SIMEX先.csv","SIMEX先.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\SPY.csv","SPY.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\S_P500.csv","S_P500.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\temp.txt","temp.txt",".txt","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\text10.lst","text10.lst",".lst","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\TRY_JPY.csv","TRY_JPY.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\USD_CAD.csv","USD_CAD.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\USD_CHF.csv","USD_CHF.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\textdata\USD_JPY.csv","USD_JPY.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
